rating,tanggal
8.5,2022-07-21
8.5,2022-07-21
8.5,2022-07-14
8.5,2022-07-09
8.5,2022-07-03
8.5,2022-06-25
8.5,2022-06-22
8.5,2022-08-26
8.5,2022-08-22
8.5,2022-08-22
8.5,2022-07-21
8.5,2022-07-21
8.5,2022-07-14
8.5,2022-07-09
8.5,2022-07-03
8.5,2022-06-25
8.5,2022-06-22
8.5,2022-06-22
8.5,2022-06-10
8.5,2022-05-11
8.5,2022-04-27
8.5,2022-04-23
8.5,2022-04-19
8.5,2022-04-19
8.5,2022-03-06
8.5,2022-03-05
8.5,2022-03-02
8.5,2022-06-22
8.5,2022-06-10
8.5,2022-05-11
8.5,2022-04-27
8.5,2022-04-23
8.5,2022-04-19
8.5,2022-04-19
8.5,2022-03-06
8.5,2022-03-05
8.5,2022-03-02
8.5,2022-02-05
8.5,2022-02-04
8.5,2022-02-03
8.5,2022-02-02
8.5,2022-02-01
8.5,2022-01-31
8.5,2022-01-25
8.5,2022-01-23
8.5,2022-01-19
8.5,2022-01-18
8.5,2022-02-05
8.5,2022-02-04
8.5,2022-02-03
8.5,2022-02-02
8.5,2022-02-01
8.5,2022-01-31
8.5,2022-01-25
8.5,2022-01-23
8.5,2022-01-19
8.5,2022-01-18
8.5,2022-01-18
8.5,2022-01-16
8.5,2022-01-03
8.5,2021-12-21
8.5,2021-12-15
8.5,2021-12-10
8.5,2021-12-02
8.5,2021-12-01
8.5,2021-11-29
8.5,2021-11-26
8.5,2022-01-18
8.5,2022-01-16
8.5,2022-01-03
8.5,2021-12-21
8.5,2021-12-15
8.5,2021-12-10
8.5,2021-12-02
8.5,2021-12-01
8.5,2021-11-29
8.5,2021-11-26
8.5,2021-11-20
8.5,2021-11-18
8.5,2021-11-03
8.5,2021-11-01
8.5,2021-10-24
8.5,2021-10-24
8.5,2021-10-05
8.5,2021-10-03
8.5,2021-09-26
8.5,2021-09-24
8.5,2021-11-20
8.5,2021-11-18
8.5,2021-11-03
8.5,2021-11-01
8.5,2021-10-24
8.5,2021-10-24
8.5,2021-10-05
8.5,2021-10-03
8.5,2021-09-26
8.5,2021-09-24
8.4,2023-09-01
8.4,2023-04-14
8.4,2023-03-11
8.4,2023-02-02
8.4,2022-05-10
8.4,2021-12-18
8.4,2021-12-05
8.4,2021-11-10
8.4,2021-11-10
8.4,2021-10-04
8.4,2023-09-01
8.4,2023-04-14
8.4,2023-03-11
8.4,2023-02-02
8.4,2022-05-10
8.4,2021-12-18
8.4,2021-12-05
8.4,2021-11-10
8.4,2021-11-10
8.4,2021-10-04
8.2,2023-09-09
8.2,2022-08-16
8.2,2022-07-31
8.2,2022-06-10
8.2,2021-12-22
8.2,2021-11-04
8.0,2022-05-14
8.0,2022-02-03
7.5,2023-01-25
7.5,2021-11-06
8.2,2023-09-09
8.2,2022-08-16
8.2,2022-07-31
8.2,2022-06-10
8.2,2021-12-22
8.2,2021-11-04
8.0,2022-05-14
8.0,2022-02-03
7.5,2023-01-25
7.5,2021-11-06
7.2,2022-09-20
7.2,2022-09-12
7.2,2022-08-28
7.2,2022-04-09
7.2,2021-09-13
7.0,2023-05-29
7.0,2022-04-09
7.0,2021-09-16
6.9,2023-06-09
6.9,2022-11-02
7.2,2022-09-20
7.2,2022-09-12
7.2,2022-08-28
7.2,2022-04-09
7.2,2021-09-13
7.0,2023-05-29
7.0,2022-04-09
7.0,2021-09-16
6.9,2023-06-09
6.9,2022-11-02
6.9,2022-05-04
6.9,2022-02-07
6.9,2021-10-06
6.8,2022-06-26
6.8,2022-02-26
6.7,2023-06-30
6.7,2023-06-04
6.7,2022-04-25
6.7,2022-03-10
6.7,2022-02-11
6.9,2022-05-04
6.9,2022-02-07
6.9,2021-10-06
6.8,2022-06-26
6.8,2022-02-26
6.7,2023-06-30
6.7,2023-06-04
6.7,2022-04-25
6.7,2022-03-10
6.7,2022-02-11
6.7,2021-12-19
6.7,2021-12-14
6.6,2023-07-05
6.6,2022-06-07
6.6,2022-05-08
6.6,2022-04-21
6.6,2022-02-27
6.6,2021-11-22
6.6,2021-11-11
6.5,2023-06-12
6.7,2021-12-19
6.7,2021-12-14
6.6,2023-07-05
6.6,2022-06-07
6.6,2022-05-08
6.6,2022-04-21
6.6,2022-02-27
6.6,2021-11-22
6.6,2021-11-11
6.5,2023-06-12
6.5,2023-04-11
6.5,2022-11-14
6.5,2022-10-31
6.5,2022-09-02
6.5,2022-07-11
6.5,2022-06-27
6.5,2022-05-09
6.5,2022-03-08
6.5,2021-09-11
6.4,2022-08-05
6.5,2023-04-11
6.5,2022-11-14
6.5,2022-10-31
6.5,2022-09-02
6.5,2022-07-11
6.5,2022-06-27
6.5,2022-05-09
6.5,2022-03-08
6.5,2021-09-11
6.4,2022-08-05
6.5,2023-04-11
6.5,2022-11-14
6.5,2022-10-31
6.5,2022-09-02
6.5,2022-07-11
6.5,2022-06-27
6.5,2022-05-09
6.5,2022-03-08
6.5,2021-09-11
6.4,2022-08-05
6.4,2022-07-21
6.4,2022-07-16
6.4,2022-07-14
6.4,2022-07-09
6.4,2022-03-29
6.4,2021-12-30
6.4,2021-12-12
6.4,2021-11-14
6.4,2021-11-14
6.4,2021-11-08
6.4,2022-07-21
6.4,2022-07-16
6.4,2022-07-14
6.4,2022-07-09
6.4,2022-03-29
6.4,2021-12-30
6.4,2021-12-12
6.4,2021-11-14
6.4,2021-11-14
6.4,2021-11-08
6.4,2021-10-25
6.3,2023-05-22
6.3,2023-04-04
6.3,2023-01-02
6.3,2022-11-20
6.3,2022-09-01
6.3,2022-08-20
6.3,2022-07-12
6.3,2022-07-06
6.3,2022-07-02
6.4,2021-10-25
6.3,2023-05-22
6.3,2023-04-04
6.3,2023-01-02
6.3,2022-11-20
6.3,2022-09-01
6.3,2022-08-20
6.3,2022-07-12
6.3,2022-07-06
6.3,2022-07-02
6.3,2022-05-27
6.3,2022-04-18
6.3,2022-03-18
6.3,2022-03-17
6.3,2022-03-07
6.3,2021-11-10
6.3,2021-11-08
6.3,2021-10-24
6.3,2021-10-16
6.3,2021-10-13
6.3,2022-05-27
6.3,2022-04-18
6.3,2022-03-18
6.3,2022-03-17
6.3,2022-03-07
6.3,2021-11-10
6.3,2021-11-08
6.3,2021-10-24
6.3,2021-10-16
6.3,2021-10-13
6.3,2021-09-22
6.2,2023-02-03
6.2,2022-12-15
6.2,2022-06-10
6.2,2022-04-27
6.1,2023-06-12
6.1,2023-05-01
6.1,2023-03-27
6.1,2023-02-27
6.1,2022-10-11
6.3,2021-09-22
6.2,2023-02-03
6.2,2022-12-15
6.2,2022-06-10
6.2,2022-04-27
6.1,2023-06-12
6.1,2023-05-01
6.1,2023-03-27
6.1,2023-02-27
6.1,2022-10-11
6.1,2022-08-01
6.1,2022-07-15
6.1,2022-06-28
6.1,2022-05-30
6.1,2022-05-05
6.1,2022-03-06
6.1,2021-12-11
6.1,2021-11-26
6.1,2021-11-19
6.1,2021-10-13
6.1,2022-08-01
6.1,2022-07-15
6.1,2022-06-28
6.1,2022-05-30
6.1,2022-05-05
6.1,2022-03-06
6.1,2021-12-11
6.1,2021-11-26
6.1,2021-11-19
6.1,2021-10-13
6.0,2023-09-03
6.0,2023-08-27
6.0,2023-07-26
6.0,2023-07-12
6.0,2023-07-12
6.0,2023-07-05
6.0,2023-06-25
6.0,2023-06-04
6.0,2023-05-10
6.0,2023-03-24
6.0,2023-09-03
6.0,2023-08-27
6.0,2023-07-26
6.0,2023-07-12
6.0,2023-07-12
6.0,2023-07-05
6.0,2023-06-25
6.0,2023-06-04
6.0,2023-05-10
6.0,2023-03-24
6.0,2023-03-24
6.0,2023-01-02
6.0,2022-11-23
6.0,2022-11-16
6.0,2022-10-14
6.0,2022-10-09
6.0,2022-10-02
6.0,2022-09-27
6.0,2022-08-18
6.0,2022-08-12
6.0,2023-03-24
6.0,2023-01-02
6.0,2022-11-23
6.0,2022-11-16
6.0,2022-10-14
6.0,2022-10-09
6.0,2022-10-02
6.0,2022-09-27
6.0,2022-08-18
6.0,2022-08-12
6.0,2022-07-01
6.0,2022-06-30
6.0,2022-06-22
6.0,2022-06-20
6.0,2022-05-23
6.0,2022-05-17
6.0,2022-05-14
6.0,2022-05-08
6.0,2022-05-05
6.0,2022-05-03
6.0,2022-07-01
6.0,2022-06-30
6.0,2022-06-22
6.0,2022-06-20
6.0,2022-05-23
6.0,2022-05-17
6.0,2022-05-14
6.0,2022-05-08
6.0,2022-05-05
6.0,2022-05-03
6.0,2022-04-05
6.0,2022-04-04
6.0,2022-03-24
6.0,2022-03-12
6.0,2022-02-15
6.0,2022-02-10
6.0,2022-02-07
6.0,2022-01-28
6.0,2022-01-18
6.0,2022-01-13
6.0,2022-04-05
6.0,2022-04-04
6.0,2022-03-24
6.0,2022-03-12
6.0,2022-02-15
6.0,2022-02-10
6.0,2022-02-07
6.0,2022-01-28
6.0,2022-01-18
6.0,2022-01-13
6.0,2022-01-03
6.0,2021-12-16
6.0,2021-11-27
6.0,2021-10-24
6.0,2021-10-24
6.0,2021-10-19
6.0,2021-10-16
6.0,2021-10-10
6.0,2021-10-09
6.0,2021-10-06
6.0,2022-01-03
6.0,2021-12-16
6.0,2021-11-27
6.0,2021-10-24
6.0,2021-10-24
6.0,2021-10-19
6.0,2021-10-16
6.0,2021-10-10
6.0,2021-10-09
6.0,2021-10-06
6.0,2021-10-06
6.0,2021-09-26
6.0,2021-09-23
5.9,2023-07-30
5.9,2023-07-22
5.9,2022-08-12
5.8,2022-09-30
5.8,2022-06-13
5.8,2022-05-15
5.8,2022-04-20
6.0,2021-10-06
6.0,2021-09-26
6.0,2021-09-23
5.9,2023-07-30
5.9,2023-07-22
5.9,2022-08-12
5.8,2022-09-30
5.8,2022-06-13
5.8,2022-05-15
5.8,2022-04-20
5.8,2021-12-22
5.8,2021-10-05
5.7,2022-08-04
5.7,2022-03-13
5.7,2022-02-20
5.7,2022-01-09
5.6,2022-09-09
5.6,2022-07-23
5.6,2022-06-13
5.6,2022-06-04
5.8,2021-12-22
5.8,2021-10-05
5.7,2022-08-04
5.7,2022-03-13
5.7,2022-02-20
5.7,2022-01-09
5.6,2022-09-09
5.6,2022-07-23
5.6,2022-06-13
5.6,2022-06-04
5.6,2022-01-23
5.5,2023-07-21
5.5,2022-10-31
5.5,2022-10-09
5.5,2022-07-10
5.5,2022-02-18
5.5,2021-11-08
5.4,2023-08-13
5.4,2023-02-21
5.4,2022-08-20
5.6,2022-01-23
5.5,2023-07-21
5.5,2022-10-31
5.5,2022-10-09
5.5,2022-07-10
5.5,2022-02-18
5.5,2021-11-08
5.4,2023-08-13
5.4,2023-02-21
5.4,2022-08-20
5.4,2022-08-03
5.4,2022-06-19
5.4,2022-06-06
5.4,2022-05-31
5.4,2022-04-13
5.4,2022-03-07
5.4,2021-09-21
5.3,2022-10-05
5.2,2023-07-24
5.2,2023-06-07
5.4,2022-08-03
5.4,2022-06-19
5.4,2022-06-06
5.4,2022-05-31
5.4,2022-04-13
5.4,2022-03-07
5.4,2021-09-21
5.3,2022-10-05
5.2,2023-07-24
5.2,2023-06-07
5.2,2022-12-27
5.2,2022-05-23
5.2,2022-05-17
5.1,2023-05-26
5.1,2023-02-03
5.1,2022-11-21
5.1,2022-06-30
5.1,2022-03-17
4.9,2022-10-11
4.9,2022-06-07
5.2,2022-12-27
5.2,2022-05-23
5.2,2022-05-17
5.1,2023-05-26
5.1,2023-02-03
5.1,2022-11-21
5.1,2022-06-30
5.1,2022-03-17
4.9,2022-10-11
4.9,2022-06-07
4.9,2022-03-05
4.8,2023-05-15
4.8,2023-04-13
4.8,2022-07-14
4.8,2021-11-28
4.8,2021-10-29
4.5,2022-03-08
10.0,2023-03-03
10.0,2021-09-30
10.0,2021-09-23
4.9,2022-03-05
4.8,2023-05-15
4.8,2023-04-13
4.8,2022-07-14
4.8,2021-11-28
4.8,2021-10-29
4.5,2022-03-08
10.0,2023-03-03
10.0,2021-09-30
10.0,2021-09-23
9.7,2022-09-16
9.7,2022-09-08
9.7,2022-05-23
9.7,2022-05-08
9.7,2022-01-15
9.7,2021-09-14
9.6,2022-05-12
9.4,2023-03-16
9.4,2022-06-08
9.4,2022-02-26
9.7,2022-09-16
9.7,2022-09-08
9.7,2022-05-23
9.7,2022-05-08
9.7,2022-01-15
9.7,2021-09-14
9.6,2022-05-12
9.4,2023-03-16
9.4,2022-06-08
9.4,2022-02-26
9.3,2022-04-21
8.8,2022-01-06
8.7,2022-07-05
8.5,2023-08-18
8.5,2022-12-24
8.5,2022-08-11
8.5,2022-07-05
8.5,2022-04-14
8.5,2022-02-16
8.5,2022-02-04
9.3,2022-04-21
8.8,2022-01-06
8.7,2022-07-05
8.5,2023-08-18
8.5,2022-12-24
8.5,2022-08-11
8.5,2022-07-05
8.5,2022-04-14
8.5,2022-02-16
8.5,2022-02-04
8.5,2022-01-29
8.5,2022-01-20
8.5,2021-12-03
8.5,2021-11-23
8.4,2023-08-15
8.2,2022-11-08
6.4,2022-07-19
6.4,2022-03-23
6.2,2022-11-10
6.1,2023-02-23
8.5,2022-01-29
8.5,2022-01-20
8.5,2021-12-03
8.5,2021-11-23
8.4,2023-08-15
8.2,2022-11-08
6.4,2022-07-19
6.4,2022-03-23
6.2,2022-11-10
6.1,2023-02-23
6.1,2022-08-07
6.1,2022-06-07
5.7,2022-07-31
5.7,2022-02-14
5.5,2022-05-18
5.4,2022-01-01
8.7,2022-05-04
8.5,2022-11-24
8.5,2021-09-13
7.1,2022-04-04
6.1,2022-08-07
6.1,2022-06-07
5.7,2022-07-31
5.7,2022-02-14
5.5,2022-05-18
5.4,2022-01-01
8.7,2022-05-04
8.5,2022-11-24
8.5,2021-09-13
7.1,2022-04-04
6.3,2022-11-18
6.0,2023-06-29
5.7,2022-02-06
6.3,2022-11-18
6.0,2023-06-29
5.7,2022-02-06
